shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
10__2____1__IT_1,40.4071900209234,-3.78445407360682,2000037,34.714721471772
10__2____1__IT_1,40.4071900209234,-3.78445407360682,3000001,34.714721471772
10__2____1__IT_1,40.4077068352564,-3.78480805411942,3000002,34.779477671202
10__2____1__IT_1,40.4080279765082,-3.78502516271346,3000003,34.884360823073
10__2____1__IT_1,40.4081061541839,-3.7850782321469,3000004,34.999020829452
10__2____1__IT_1,40.4081854674322,-3.78514237788098,3000005,35.124031613945
10__2____1__IT_1,40.4082574869104,-3.78521276188607,3000006,35.259021396837
10__2____1__IT_1,40.4083149752567,-3.7852877184291,3000007,35.403020998422
10__2____1__IT_1,40.4083543960936,-3.78535456292675,3000008,35.55418439255
10__2____1__IT_1,40.4083710837523,-3.78538795065504,3000009,35.708732705954
10__2____1__IT_1,40.4084055632933,-3.78547054448569,3000010,35.871266398564
10__2____1__IT_1,40.4084327409974,-3.78556095565722,3000011,36.042043665469
10__2____1__IT_1,40.4084539196975,-3.78564497659091,3000012,36.220328015065
10__2____1__IT_1,40.40847653202,-3.78574777083695,3000013,36.407688799881
10__2____1__IT_1,40.4085076203292,-3.78592221340635,3000014,36.610248601849
10__2____1__IT_1,40.4085223061467,-3.78598168998304,3000015,36.818111955025
10__2____1__IT_1,40.4085417664099,-3.78605380078599,3000016,37.032464275038
10__2____1__IT_1,40.4085582828203,-3.78611247845115,3000017,37.252122420906
10__2____1__IT_1,40.4085844337951,-3.78617600838426,3000018,37.477903199915
10__2____1__IT_1,40.4086106599668,-3.78622847501399,3000019,37.709003304192
10__2____1__IT_1,40.4086464767983,-3.78629211753591,3000020,37.946809388469
10__2____1__IT_1,40.4086931657367,-3.78635588549075,3000021,38.192108009668
10__2____1__IT_1,40.4087339229609,-3.78640377892413,3000022,38.443488076113
10__2____1__IT_1,40.4087687350475,-3.78643737689906,3000023,38.699670258677
10__2____1__IT_1,40.4088360085692,-3.78649506176463,3000024,38.964781280383
10__2____1__IT_1,40.4091545762798,-3.78673428192459,3000025,39.270666382331
10__2____1__IT_1,40.4095368697274,-3.78702008937914,3000026,39.625428497541
10__2____1__IT_1,40.4096186498787,-3.78707636286223,3000027,39.990447752762
10__2____1__IT_1,40.4096980480413,-3.78712786852561,3000028,40.365304607451
10__2____1__IT_1,40.4097762560879,-3.78717619834013,3000029,40.749762727543
10__2____1__IT_1,40.4098617158023,-3.78722461276914,3000030,41.144558529111
10__2____1__IT_1,40.4100254390743,-3.78731345696994,3000031,41.559029784147
10__2____1__IT_1,40.4102782450439,-3.78745075532109,3000032,42.003885691414
10__2____1__IT_1,40.4104523145376,-3.78754125340203,3000033,42.469533953502
10__2____1__IT_1,40.4104523145376,-3.78754125340203,4000001,42.469533953502
10__2____1__IT_1,40.4107604362149,-3.7877136391483,4000002,42.50673319519
10__2____1__IT_1,40.4113208916745,-3.78801816847168,4000003,42.611298036757
10__2____1__IT_1,40.4117108564926,-3.78823117597687,4000004,42.762772212358
10__2____1__IT_1,40.4121775209113,-3.78848845058026,4000005,42.97045981364
10__2____1__IT_1,40.4126196943089,-3.78873005122692,4000006,43.231339361993
10__2____1__IT_1,40.4130618680148,-3.78897165862145,4000007,43.545411063176
10__2____1__IT_1,40.4135210828881,-3.78922325925262,4000008,43.914747188978
10__2____1__IT_1,40.4137320526619,-3.78933765012734,4000009,44.309433461386
10__2____1__IT_1,40.4137704063525,-3.78935908635258,4000010,44.708749387641
10__2____1__IT_1,40.4138002153324,-3.78937902016511,4000011,45.111781435274
10__2____1__IT_1,40.4138264129693,-3.78939903083425,4000012,45.518180889751
10__2____1__IT_1,40.4138618553787,-3.78943570711689,4000013,45.929596529947
10__2____1__IT_1,40.4138968483715,-3.78947948657632,4000014,46.346386759881
10__2____1__IT_1,40.4139306678539,-3.78953864543872,4000015,46.769445010709
10__2____1__IT_1,40.4139538299834,-3.78959208122672,4000016,47.197715396103
10__2____1__IT_1,40.413970577262,-3.78964544441779,4000017,47.630880261978
10__2____1__IT_1,40.4139840802491,-3.78970436472764,4000018,48.069264189034
10__2____1__IT_1,40.4139900372548,-3.78977159349167,4000019,48.513390452969
10__2____1__IT_1,40.4139917648815,-3.78983177520493,4000020,48.962626534636
10__2____1__IT_1,40.4139881364861,-3.7898932945173,4000021,49.417097841305
10__2____1__IT_1,40.4139799250275,-3.7899995321789,4000022,49.880629030186
10__2____1__IT_1,40.4139762974439,-3.79006105148058,4000023,50.349395437268
10__2____1__IT_1,40.4139748074886,-3.79012259695854,4000024,50.823386392936
10__2____1__IT_1,40.4139800360676,-3.79018406309003,4000025,51.302624742724
10__2____1__IT_1,40.4139879811409,-3.79024456152156,4000026,51.787071397211
10__2____1__IT_1,40.4140010400311,-3.79031397377174,4000027,52.277583225337
10__2____1__IT_1,40.4140187656557,-3.79039957982992,4000028,52.775620232963
10__2____1__IT_1,40.4141041054546,-3.79080969459516,4000029,53.309720509305
10__2____1__IT_1,40.4141967804949,-3.79125209695779,4000030,53.882741240265
10__2____1__IT_1,40.4143032820713,-3.79176207777874,4000031,54.500617933353
10__2____1__IT_1,40.4144047630581,-3.79224594134234,4000032,55.161066067164
10__2____1__IT_1,40.4144139990922,-3.79228853886139,4000033,55.825271037646
10__2____1__IT_1,40.4144275053611,-3.79233968455811,4000034,56.494067213027
10__2____1__IT_1,40.4144415031438,-3.7923823379639,4000035,57.166801831558
10__2____1__IT_1,40.4144568465065,-3.79241820753108,4000036,57.843024009144
10__2____1__IT_1,40.4144735267758,-3.79244842819739,4000037,58.522408938223
10__2____1__IT_1,40.4144902321282,-3.79247525111823,4000038,59.204729515936
10__2____1__IT_1,40.4145125524043,-3.79250383954795,4000039,59.890517419906
10__2____1__IT_1,40.4145310405386,-3.79252331565552,4000040,60.578940175864
10__2____1__IT_1,40.4145495414786,-3.79254052890961,4000041,61.269882974063
10__2____1__IT_1,40.414574098133,-3.79255894591464,4000042,61.963967786847
10__2____1__IT_1,40.4145969574327,-3.79257224533725,4000043,62.660829667798
10__2____1__IT_1,40.4146137870415,-3.79258093855409,4000044,63.35970004389
10__2____1__IT_1,40.4146371068328,-3.79259027604324,4000045,64.06127754029
10__2____1__IT_1,40.4146617402468,-3.79259736357777,4000046,64.765654796382
10__2____1__IT_1,40.414684661698,-3.79260159636189,4000047,65.472601654376
10__2____1__IT_1,40.414705425304,-3.79260467349693,4000048,66.181868103405
10__2____1__IT_1,40.4147283613669,-3.79260664343749,4000049,66.893686036169
10__2____1__IT_1,40.4147586599223,-3.79260869741665,4000050,67.608871753205
10__2____1__IT_1,40.4148249039115,-3.7926100416861,4000051,68.33141172754
10__2____1__IT_1,40.414884648159,-3.79261187308718,4000052,69.0605853951
10__2____1__IT_1,40.4149266579821,-3.79261123335979,4000053,69.794422652906
10__2____1__IT_1,40.4149513574209,-3.7926086896962,4000054,70.531010137656
10__2____1__IT_1,40.4149791066722,-3.79260334831805,4000055,71.270711070632
10__2____1__IT_1,40.4150081683631,-3.79259632388528,4000056,72.013692570672
10__2____1__IT_1,40.4150259481818,-3.79259256750159,4000057,72.758673276416
10__2____1__IT_1,40.4150458897074,-3.79258940341839,4000058,73.505883798317
10__2____1__IT_1,40.4150658169039,-3.79258793526043,4000059,74.255309830996
10__2____1__IT_1,40.4150887655252,-3.79258820454481,4000060,75.007283363675
10__2____1__IT_1,40.4152238514951,-3.79259092237799,4000061,75.774253804261
10__2____1__IT_1,40.4153641581241,-3.79259746025887,4000062,76.556808771339
10__2____1__IT_1,40.4153641581241,-3.79259746025887,5000001,76.556808771339
10__2____1__IT_1,40.4154130464685,-3.7925965370303,5000002,76.562236157432
10__2____1__IT_1,40.4154812016665,-3.79259703388034,5000003,76.575229187176
10__2____1__IT_1,40.4156513616579,-3.79260183469846,5000004,76.607115114802
10__2____1__IT_1,40.4156792366995,-3.79260403235734,5000005,76.642100907479
10__2____1__IT_1,40.41571279725,-3.79261097253477,5000006,76.680858317768
10__2____1__IT_1,40.4157470620044,-3.79261979625394,5000007,76.723492243536
10__2____1__IT_1,40.4157706134345,-3.79262662016746,5000008,76.768803824361
10__2____1__IT_1,40.4157970369021,-3.79263160958971,5000009,76.817078917164
10__2____1__IT_1,40.4158199060358,-3.79263374852119,5000010,76.867899062755
10__2____1__IT_1,40.4158820944501,-3.79263728356707,5000011,76.925628908439
10__2____1__IT_1,40.4159993552609,-3.79263959317455,5000012,76.996376695047
10__2____1__IT_1,40.4161487808548,-3.79264415082937,5000013,77.083715887338
10__2____1__IT_1,40.4161902459078,-3.79264557213806,5000014,77.175659462561
10__2____1__IT_1,40.4162338448124,-3.79264888906045,5000015,77.272450883491
10__2____1__IT_1,40.416274575343,-3.79265311173599,5000016,77.373777745279
10__2____1__IT_1,40.4163088657697,-3.79265818999789,5000017,77.478935303205
10__2____1__IT_1,40.4163367060408,-3.79266506431814,5000018,77.587237809541
10__2____1__IT_1,40.4163624087305,-3.79267098121774,5000019,77.698437256196
10__2____1__IT_1,40.4163881050278,-3.79267783038717,5000020,77.812547696925
10__2____1__IT_1,40.4164144936208,-3.79268843119339,5000021,77.929722358183
10__2____1__IT_1,40.4164366063092,-3.79269617419338,5000022,78.049438016521
10__2____1__IT_1,40.4164572728272,-3.79270670903588,5000023,78.171615723243
10__2____1__IT_1,40.4164822153656,-3.79271916464782,5000024,78.296756984794
10__2____1__IT_1,40.4165064178954,-3.79273535273785,5000025,78.424915551754
10__2____1__IT_1,40.4165292027479,-3.79274965126487,5000026,78.555879230504
10__2____1__IT_1,40.4165512475499,-3.79276768816547,5000027,78.689729085509
10__2____1__IT_1,40.4165754244208,-3.79278761714664,5000028,78.82675091314
10__2____1__IT_1,40.4166002908775,-3.7928112977534,5000029,78.967186806049
10__2____1__IT_1,40.4166258524345,-3.7928377941758,5000030,79.111242755934
10__2____1__IT_1,40.4166485419192,-3.79286612866292,5000031,79.258780472281
10__2____1__IT_1,40.416674754575,-3.79290198685616,5000032,79.410527967817
10__2____1__IT_1,40.416695272613,-3.79293403705748,5000033,79.565822536132
10__2____1__IT_1,40.4167178915112,-3.7929726595731,5000034,79.725245291173
10__2____1__IT_1,40.4167355420783,-3.7930056120303,5000035,79.888082030119
10__2____1__IT_1,40.4167560160545,-3.79304421294413,5000036,80.054905117551
10__2____1__IT_1,40.416776425856,-3.79309216722927,5000037,80.226385062036
10__2____1__IT_1,40.4168060011375,-3.79315893974314,5000038,80.404412709625
10__2____1__IT_1,40.4168432507624,-3.79325386949277,5000039,80.591493882929
10__2____1__IT_1,40.4171039958628,-3.79391838889636,5000040,80.841950356082
10__2____1__IT_1,40.4172565208272,-3.79430470574316,5000041,81.129297672141
10__2____1__IT_1,40.4173577672411,-3.79455663354986,5000042,81.440793840709
10__2____1__IT_1,40.4174055930529,-3.7946732100444,5000043,81.763515377512
10__2____1__IT_1,40.4175576638454,-3.79503847564733,5000044,82.121526175508
10__2____1__IT_1,40.417695618397,-3.7953594446366,5000045,82.510779111329
10__2____1__IT_1,40.4177726219107,-3.79553125490645,5000046,82.916930120963
10__2____1__IT_1,40.4179257334252,-3.7958661282766,5000047,83.35618804229
10__2____1__IT_1,40.4180131101913,-3.79605427400312,5000048,83.814124285275
10__2____1__IT_1,40.4180300065099,-3.79609314440397,5000049,84.275854396428
10__2____1__IT_1,40.4180600166569,-3.79616585117567,5000050,84.744595104116
10__2____1__IT_1,40.4180805706204,-3.79622721809047,5000051,85.21902025822
10__2____1__IT_1,40.4181010214304,-3.7963035570454,5000052,85.700308457024
10__2____1__IT_1,40.4181148237737,-3.79637606933504,5000053,86.187936624302
10__2____1__IT_1,40.4181248146446,-3.79644854024288,5000054,86.68181255552
10__2____1__IT_1,40.4181310506175,-3.79651223496176,5000055,87.181136600086
10__2____1__IT_1,40.418134373051,-3.79658338135214,5000056,87.686508070634
10__2____1__IT_1,40.4181401371003,-3.79671568121795,5000057,88.203122287105
10__2____1__IT_1,40.4181443111495,-3.7968018038305,5000058,88.727057954111
10__2____1__IT_1,40.4181514217161,-3.79687673736776,5000059,89.257399907214
10__2____1__IT_1,40.4181624074413,-3.79694298236071,5000060,89.793492960805
10__2____1__IT_1,40.4181743651982,-3.79700674468203,5000061,90.335156172155
10__2____1__IT_1,40.4181929677655,-3.79707432551549,5000062,90.882913555689
10__2____1__IT_1,40.418210730805,-3.79712568204522,5000063,91.435453488506
10__2____1__IT_1,40.4182353237935,-3.79718614937395,5000064,91.993804687905
10__2____1__IT_1,40.4182585883994,-3.79723727151363,5000065,92.557203771285
10__2____1__IT_1,40.4182811950704,-3.79727745684557,5000066,93.124836194667
10__2____1__IT_1,40.4183094599661,-3.79732644095201,5000067,93.697675864997
10__2____1__IT_1,40.4183528943265,-3.79738807858644,5000068,94.277628397131
10__2____1__IT_1,40.4183850430023,-3.79742712960456,5000069,94.862450439631
10__2____1__IT_1,40.4184276455936,-3.79747129244499,5000070,95.453305965975
10__2____1__IT_1,40.4184769110856,-3.7975167822874,5000071,96.050854895706
10__2____1__IT_1,40.418543270288,-3.79757245312962,5000072,96.657154189114
10__2____1__IT_1,40.4186162855689,-3.79763069923044,5000073,97.272946186846
10__2____1__IT_1,40.418656094994,-3.7976648502781,5000074,97.894022383643
10__2____1__IT_1,40.4186987146893,-3.79770652064567,5000075,98.521004583111
10__2____1__IT_1,40.4187290164472,-3.79773681819875,5000076,99.152220142578
10__2____1__IT_1,40.4187630720509,-3.79777589212858,5000077,99.788463674862
10__2____1__IT_1,40.4188065405994,-3.79783254014183,5000078,100.431517553676
10__2____1__IT_1,40.4188367562491,-3.79787531008248,5000079,101.079512766331
10__2____1__IT_1,40.4188707084879,-3.79792935395526,5000080,101.733443259336
10__2____1__IT_1,40.4189112030973,-3.79800218515482,5000081,102.395014849757
10__2____1__IT_1,40.4189799313674,-3.79812899056854,5000082,103.069775210371
10__2____1__IT_1,40.4191625818303,-3.79846547334344,5000083,103.779550237903
10__2____1__IT_1,40.4193282789969,-3.79877093110155,5000084,104.521104180339
10__2____1__IT_1,40.4193282789969,-3.79877093110155,6000001,104.521104180339
10__2____1__IT_1,40.4196536103749,-3.79937717754933,6000002,104.583950111636
10__2____1__IT_1,40.4199089459743,-3.79984902041908,6000003,104.695845242111
10__2____1__IT_1,40.4201048210724,-3.80019878396383,6000004,104.844527412587
10__2____1__IT_1,40.4204359456356,-3.80077773756437,6000005,105.054557661238
10__2____1__IT_1,40.4209973644538,-3.80175846299183,6000006,105.368542487958
10__2____1__IT_1,40.4211715100823,-3.80206397739234,6000007,105.714861375364
10__2____1__IT_1,40.4212598138166,-3.80220613203629,6000008,106.076721406544
10__2____1__IT_1,40.4213389477756,-3.80233300260011,6000009,106.452474370488
10__2____1__IT_1,40.4214227418953,-3.80245689585661,6000010,106.842262842346
10__2____1__IT_1,40.4215215013945,-3.80259613693429,6000011,107.248167322642
10__2____1__IT_1,40.4215559400957,-3.80264661825651,6000012,107.659812513643
10__2____1__IT_1,40.4215938165595,-3.80270320529577,6000013,108.077839252709
10__2____1__IT_1,40.4216132852464,-3.80273833438483,6000014,108.499547342322
10__2____1__IT_1,40.4216338633207,-3.80278106210956,6000015,108.925540028581
10__2____1__IT_1,40.4216555251933,-3.80283442352538,6000016,109.356658725409
10__2____1__IT_1,40.421666878316,-3.80286945383902,6000017,109.791005464977
10__2____1__IT_1,40.4216804035205,-3.80292575509446,6000018,110.230359045551
10__2____1__IT_1,40.4217196157927,-3.80312346626269,6000019,110.68704145511
10__2____1__IT_1,40.4217431448023,-3.8032420919141,6000020,111.154121117495
10__2____1__IT_1,40.4217567445305,-3.80328777104022,6000021,111.625359724096
10__2____1__IT_1,40.4217703520788,-3.80333193318928,6000022,112.100637950672
10__2____1__IT_1,40.4217897802,-3.80337313160326,6000023,112.58002313014
10__2____1__IT_1,40.4218149533274,-3.80342198148124,6000024,113.06440664406
10__2____1__IT_1,40.4218344323262,-3.80345559510425,6000025,113.552368906256
10__2____1__IT_1,40.421863188951,-3.80348931442146,6000026,114.044617532442
10__2____1__IT_1,40.4218884779964,-3.80352147895199,6000027,114.540781054183
10__2____1__IT_1,40.4219230419413,-3.80355375269445,6000028,115.041658108702
10__2____1__IT_1,40.421959966778,-3.80357998619394,6000029,115.547199234025
10__2____1__IT_1,40.4219946150767,-3.80360012189941,6000030,116.05694877716
10__2____1__IT_1,40.4220327441698,-3.8036202978703,6000031,116.571263834288
10__2____1__IT_1,40.4220928685867,-3.80364529045058,6000032,117.092581685707
10__2____1__IT_1,40.4221275704907,-3.80365784256466,6000033,117.617896090965
10__2____1__IT_1,40.4221633895908,-3.80367647401959,6000034,118.147489242003
10__2____1__IT_1,40.4221934320572,-3.80369200372574,6000035,118.680668062756
10__2____1__IT_1,40.4222257396083,-3.80371514707688,6000036,119.217935455201
10__2____1__IT_1,40.4222718672819,-3.80375211001876,6000037,119.761207150312
10__2____1__IT_1,40.4223282938713,-3.80380892145012,6000038,120.312382147144
10__2____1__IT_1,40.4227889295365,-3.80427110113916,6000039,120.927992704139
10__2____1__IT_1,40.423050748726,-3.8045336065085,6000040,121.580217628322
10__2____1__IT_1,40.423050748726,-3.8045336065085,7000001,121.580217628322
10__2____1__IT_1,40.4233484424732,-3.80483668457152,7000002,121.622087563232
10__2____1__IT_1,40.423433172847,-3.80492508894107,7000003,121.67598703421
10__2____1__IT_1,40.4235006672575,-3.80500196087453,7000004,121.739819382418
10__2____1__IT_1,40.423566914421,-3.80508043541955,7000005,121.813571322192
10__2____1__IT_1,40.423629428505,-3.80516210026442,7000006,121.897128983005
10__2____1__IT_1,40.4236931455287,-3.80524863749251,7000007,121.990880826856
10__2____1__IT_1,40.4237555354717,-3.80534810596553,7000008,122.095549160749
10__2____1__IT_1,40.4238105607148,-3.8054393930344,7000009,122.210080688012
10__2____1__IT_1,40.4238655520301,-3.80553553892482,7000010,122.334799988673
10__2____1__IT_1,40.4239449181545,-3.80568376239074,7000011,122.474872893845
10__2____1__IT_1,40.424079232648,-3.80593460510495,7000012,122.640929168991
10__2____1__IT_1,40.424499234595,-3.8067229494968,7000013,122.888510565213
10__2____1__IT_1,40.4245944972341,-3.80689726456724,7000014,123.154271639457
10__2____1__IT_1,40.4246458351306,-3.80698527172646,7000015,123.429425066646
10__2____1__IT_1,40.4246935058202,-3.80706676576868,7000016,123.713284653734
10__2____1__IT_1,40.4247412103482,-3.80714340472751,7000017,124.005529445626
10__2____1__IT_1,40.4247828115835,-3.80720863872448,7000018,124.304981920601
10__2____1__IT_1,40.4248464583127,-3.80730489093369,7000019,124.615232040348
10__2____1__IT_1,40.4249003224471,-3.8073848386074,7000020,124.934523677562
10__2____1__IT_1,40.4249958910981,-3.8075154575396,7000021,125.269155664313
10__2____1__IT_1,40.4250571656675,-3.80759711273538,7000022,125.613495802906
10__2____1__IT_1,40.425130730247,-3.80769024489854,7000023,125.969198360999
10__2____1__IT_1,40.4252006416951,-3.80777524083434,7000024,126.335494125305
10__2____1__IT_1,40.4252718220192,-3.80785539884516,7000025,126.712214466844
10__2____1__IT_1,40.4253184484269,-3.80790936526773,7000026,127.095844772139
10__2____1__IT_1,40.4253871880397,-3.80798463634708,7000027,127.489424816597
10__2____1__IT_1,40.4254571888419,-3.80805668792883,7000028,127.892891213114
10__2____1__IT_1,40.4255309010002,-3.80812878290255,7000029,128.306573142745
10__2____1__IT_1,40.4256033848996,-3.80819924359887,7000030,128.730278434705
10__2____1__IT_1,40.4256771300085,-3.8082664836107,7000031,129.163961133013
10__2____1__IT_1,40.4258246748846,-3.80839287193134,7000032,129.617219377484
10__2____1__IT_1,40.4259919541125,-3.8085275911237,7000033,130.09228153918
10__2____1__IT_1,40.4260891422277,-3.80860320311444,7000034,130.579894865987
10__2____1__IT_1,40.4265971564916,-3.8090074363622,7000035,131.133508051348
10__2____1__IT_1,40.4267812125122,-3.80915488515887,7000036,131.711077154378
10__2____1__IT_1,40.4274825064802,-3.80970935114844,7000037,132.379599586739
10__2____1__IT_1,40.4275983499577,-3.80980098965322,7000038,133.063148295893
10__2____1__IT_1,40.4276729975621,-3.80986606332887,7000039,133.756653629386
10__2____1__IT_1,40.4277460969696,-3.80993312503563,7000040,134.460068860159
10__2____1__IT_1,40.4278160623999,-3.81001017451999,7000041,135.173634898503
10__2____1__IT_1,40.4278798405472,-3.8100951745973,7000042,135.897306058437
10__2____1__IT_1,40.4279405100716,-3.81018615338888,7000043,136.631220147511
